loan_time,age,amount,n_credits,people,inst_rate,residence,checking,history,savings,job,job_status,property,housing,for,sex,debtor,OIP,telephone,foreign,default
12,38,1495,2,2,4,1,none,critical,<100,unskilled (resident),more than 7,real estate,own,car_new,male_single,none,none,2,1,2
30,38,10623,3,2,3,4,< 0,critical,<100,man/self-em/HQ/off,more than 7,UNK/None,free,car_used,male_single,none,none,1,1,2
12,43,1935,3,1,4,4,none,critical,<100,skilled / official,more than 7,real estate,own,fur_equ,male_single,none,none,1,1,2
12,26,1424,1,1,4,3,0 to 200,critical,<100,skilled / official,4 to less than 7,BSSA/Life,own,dom_app,male_single,none,none,2,1,2
24,21,6568,1,1,2,2,< 0,repaid,<100,unskilled (resident),1 to less than 4,Car/Other,own,business,male_mw,none,stores,2,1,2
12,55,1413,1,1,3,2,none,repaid,>1000,skilled / official,4 to less than 7,BSSA/Life,own,car_used,male_single,none,none,2,2,2
9,33,3074,2,2,1,2,none,critical,unk_nil,skilled / official,1 to less than 4,real estate,own,rad_tel,male_single,none,none,2,1,2
36,45,3835,1,1,2,4,none,repaid,unk_nil,unskilled (resident),more than 7,real estate,own,rad_tel,female,none,none,1,1,2
27,50,5293,2,1,2,4,< 0,fully repaid,<100,skilled / official,unemployed,BSSA/Life,own,business,male_single,none,stores,1,1,1
30,66,1908,1,1,4,4,> 201,delayed,<100,man/self-em/HQ/off,more than 7,real estate,own,business,male_single,none,none,1,1,1
36,51,3342,1,1,4,2,none,critical,unk_nil,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,1,1,2
6,39,932,2,1,1,3,0 to 200,critical,unk_nil,unskilled (resident),4 to less than 7,BSSA/Life,own,retain,female,none,none,2,1,2
18,31,3104,1,1,3,1,< 0,fully repaid,<100,skilled / official,4 to less than 7,BSSA/Life,own,business,male_single,none,bank,1,1,2
36,23,3913,1,1,2,2,> 201,repaid,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,male_single,none,none,1,1,2
24,24,3021,1,1,2,2,< 0,repaid,<100,unskilled (resident),1 to less than 4,real estate,rent,fur_equ,male_ds,none,none,2,1,2
10,64,1364,1,1,2,4,none,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,car_new,female,none,none,1,1,2
12,26,625,1,1,4,1,0 to 200,repaid,<100,unskilled (resident),less than 1,real estate,own,rad_tel,male_mw,guarantor,bank,2,1,2
12,23,1200,1,1,4,4,< 0,repaid,unk_nil,skilled / official,1 to less than 4,BSSA/Life,rent,edu,female,none,bank,1,1,2
12,30,707,2,1,4,2,none,repaid,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,male_single,none,bank,2,1,2
24,32,2978,2,2,4,4,none,delayed,unk_nil,skilled / official,1 to less than 4,real estate,own,business,male_single,none,none,1,1,2
15,30,4657,1,1,3,2,none,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,car_used,male_single,none,none,1,1,2
36,27,2613,2,1,4,2,none,fully repaid,<100,skilled / official,1 to less than 4,Car/Other,own,repairs,male_single,none,none,2,1,2
48,27,10961,2,1,1,2,0 to 200,repaid,>1000,skilled / official,4 to less than 7,UNK/None,own,rad_tel,male_single,coapplicant,bank,1,1,1
12,53,7865,1,1,4,4,< 0,repaid,<100,man/self-em/HQ/off,more than 7,UNK/None,free,fur_equ,male_single,none,none,1,1,1
9,22,1478,1,1,4,2,none,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,1
24,22,3149,1,1,4,1,< 0,repaid,<100,skilled / official,less than 1,UNK/None,free,fur_equ,male_single,none,bank,2,1,2
36,26,4210,1,1,4,2,> 201,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,male_single,none,none,2,1,1
9,51,2507,1,1,2,4,none,repaid,501 to 1000,unskilled (resident),more than 7,UNK/None,free,car_new,male_single,none,none,2,1,2
12,35,2141,1,1,3,1,none,repaid,101 to 500,skilled / official,4 to less than 7,UNK/None,own,rad_tel,male_single,none,none,2,1,2
18,25,866,1,1,4,2,0 to 200,repaid,<100,unskilled (resident),1 to less than 4,real estate,own,rad_tel,male_mw,guarantor,none,2,1,2
4,42,1544,3,2,2,1,none,critical,<100,unskilled (resident),4 to less than 7,real estate,own,rad_tel,male_single,none,none,2,1,2
24,30,1823,1,2,4,2,< 0,repaid,<100,man/self-em/HQ/off,unemployed,Car/Other,own,rad_tel,male_single,none,stores,2,1,1
6,23,14555,1,1,1,2,0 to 200,repaid,unk_nil,unemp / unskill (non-res),unemployed,BSSA/Life,own,car_new,male_single,none,none,1,1,1
21,61,2767,2,1,4,2,0 to 200,repaid,101 to 500,unskilled (resident),more than 7,Car/Other,rent,business,male_ds,none,bank,2,1,1
12,35,1291,2,1,4,2,none,critical,<100,skilled / official,1 to less than 4,BSSA/Life,own,rad_tel,female,none,none,2,1,2
30,39,2522,1,2,1,3,< 0,repaid,<100,skilled / official,more than 7,BSSA/Life,own,rad_tel,male_single,guarantor,none,2,1,2
24,29,915,1,1,4,2,< 0,repaid,unk_nil,skilled / official,more than 7,Car/Other,own,car_new,female,none,bank,2,1,1
6,51,1595,1,2,3,2,none,repaid,<100,skilled / official,4 to less than 7,BSSA/Life,own,rad_tel,male_single,none,none,2,1,2
48,24,4605,2,2,3,4,< 0,fully repaid,<100,skilled / official,more than 7,UNK/None,free,car_used,male_single,none,none,2,1,1
12,27,1185,2,1,3,2,none,critical,<100,skilled / official,1 to less than 4,real estate,own,business,female,none,none,2,1,2
12,35,3447,1,2,4,3,none,fully repaid here,501 to 1000,unskilled (resident),1 to less than 4,real estate,own,retain,female,none,none,2,1,2
24,25,1258,1,1,4,1,none,repaid,<100,skilled / official,4 to less than 7,real estate,own,business,male_single,none,none,1,1,2
12,52,717,3,1,4,4,none,critical,<100,skilled / official,more than 7,real estate,own,rad_tel,male_single,none,none,2,1,2
6,35,1204,1,1,4,1,none,fully repaid,101 to 500,skilled / official,1 to less than 4,UNK/None,rent,car_new,male_single,none,bank,2,2,2
24,26,1925,1,1,2,2,> 201,repaid,<100,skilled / official,1 to less than 4,real estate,own,fur_equ,male_single,none,none,2,1,2
18,22,433,1,1,3,4,none,repaid,<100,skilled / official,unemployed,real estate,rent,rad_tel,female,coapplicant,none,2,1,1
6,39,666,2,1,3,4,< 0,critical,>1000,unskilled (resident),4 to less than 7,real estate,own,car_new,female,none,none,1,1,2
12,46,2251,1,1,1,2,> 201,repaid,<100,unskilled (resident),1 to less than 4,Car/Other,own,fur_equ,female,none,none,2,1,2
30,24,2150,1,1,4,2,0 to 200,repaid,<100,skilled / official,1 to less than 4,UNK/None,own,car_new,female,guarantor,bank,2,1,1
24,35,4151,2,1,2,3,none,delayed,101 to 500,skilled / official,1 to less than 4,BSSA/Life,own,fur_equ,male_single,none,none,2,1,2
9,24,2030,1,1,2,1,0 to 200,repaid,unk_nil,skilled / official,4 to less than 7,Car/Other,own,fur_equ,male_single,none,none,1,1,2
60,27,7418,1,1,1,1,0 to 200,delayed,unk_nil,unskilled (resident),1 to less than 4,real estate,own,rad_tel,male_single,none,none,2,1,2
24,35,2684,2,1,4,2,none,critical,<100,unskilled (resident),1 to less than 4,real estate,own,rad_tel,male_single,none,none,2,1,2
12,29,2149,1,1,4,1,< 0,fully repaid here,<100,skilled / official,1 to less than 4,UNK/None,free,rad_tel,male_ds,none,none,2,1,1
15,23,3812,1,1,1,4,none,repaid,101 to 500,skilled / official,less than 1,Car/Other,own,car_used,female,none,none,1,1,2
11,57,1154,3,1,4,4,none,critical,101 to 500,unskilled (resident),unemployed,real estate,own,rad_tel,female,none,none,2,1,2
12,27,1657,1,1,2,2,< 0,repaid,<100,skilled / official,1 to less than 4,real estate,own,fur_equ,male_single,none,none,2,1,2
24,55,1603,1,1,4,4,< 0,repaid,<100,skilled / official,more than 7,Car/Other,own,rad_tel,female,none,none,2,1,2
18,36,5302,3,1,2,4,< 0,critical,<100,man/self-em/HQ/off,more than 7,UNK/None,free,car_new,male_single,none,none,1,1,2
12,57,2748,3,1,2,4,none,critical,<100,unskilled (resident),more than 7,UNK/None,free,edu,female,none,bank,2,1,2
10,32,1231,2,2,3,4,none,critical,<100,unskilled (resident),more than 7,real estate,own,car_new,male_single,none,none,2,2,2
15,37,802,1,2,4,3,0 to 200,repaid,<100,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,1
36,36,6304,2,1,4,4,none,critical,unk_nil,skilled / official,more than 7,real estate,own,business,male_single,none,none,2,1,2
24,38,1533,1,1,4,3,none,repaid,<100,skilled / official,less than 1,Car/Other,own,rad_tel,female,none,stores,1,1,2
14,45,8978,1,1,1,4,< 0,repaid,<100,man/self-em/HQ/off,more than 7,BSSA/Life,own,car_new,male_ds,none,none,1,2,1
24,25,999,2,1,4,2,none,repaid,unk_nil,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
18,32,2662,1,1,4,3,none,repaid,unk_nil,skilled / official,4 to less than 7,BSSA/Life,own,car_new,male_single,none,none,2,2,2
12,37,1402,1,1,3,4,none,critical,501 to 1000,skilled / official,4 to less than 7,Car/Other,rent,fur_equ,female,none,none,1,1,2
48,36,12169,1,1,4,4,0 to 200,fully repaid here,unk_nil,man/self-em/HQ/off,unemployed,UNK/None,free,car_new,male_single,coapplicant,none,1,1,2
48,28,3060,2,1,4,4,0 to 200,repaid,<100,skilled / official,4 to less than 7,real estate,own,rad_tel,male_single,none,none,2,1,1
30,34,11998,1,1,1,1,< 0,repaid,<100,unskilled (resident),less than 1,UNK/None,own,repairs,male_ds,none,none,1,1,1
9,32,2697,1,2,1,2,none,repaid,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,male_single,none,none,2,1,2
18,26,2404,2,1,2,2,none,critical,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,female,none,none,2,1,2
12,49,1262,1,1,2,4,< 0,repaid,unk_nil,unskilled (resident),more than 7,BSSA/Life,own,fur_equ,male_ds,none,none,1,1,2
6,32,4611,1,1,1,4,none,repaid,<100,skilled / official,less than 1,BSSA/Life,own,fur_equ,female,none,none,2,1,1
24,29,1901,1,1,4,4,none,repaid,101 to 500,man/self-em/HQ/off,1 to less than 4,Car/Other,rent,rad_tel,male_single,none,none,1,1,2
15,23,3368,2,1,3,4,none,critical,>1000,skilled / official,more than 7,UNK/None,rent,car_used,male_single,none,none,1,1,2
12,50,1574,1,1,4,2,none,repaid,<100,skilled / official,1 to less than 4,real estate,own,fur_equ,male_single,none,none,2,1,2
18,49,1445,1,1,4,4,> 201,fully repaid here,unk_nil,unskilled (resident),4 to less than 7,Car/Other,own,rad_tel,male_single,none,bank,2,1,2
15,63,1520,1,1,4,4,none,critical,unk_nil,skilled / official,more than 7,BSSA/Life,own,fur_equ,male_single,none,none,2,1,2
24,37,3878,1,1,4,2,0 to 200,critical,101 to 500,skilled / official,less than 1,Car/Other,own,car_new,male_ds,none,none,1,1,2
47,35,10722,1,1,1,1,< 0,repaid,<100,unskilled (resident),less than 1,real estate,own,car_new,female,none,none,1,1,2
48,26,4788,1,2,4,3,< 0,repaid,<100,skilled / official,4 to less than 7,BSSA/Life,own,car_used,male_single,none,none,2,1,2
48,31,7582,1,1,2,4,0 to 200,delayed,101 to 500,man/self-em/HQ/off,unemployed,UNK/None,free,car_used,male_single,none,none,1,1,2
12,49,1092,2,1,4,4,0 to 200,repaid,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,female,guarantor,none,1,1,2
24,48,1024,1,1,4,4,< 0,delayed,<100,skilled / official,less than 1,real estate,own,rad_tel,male_mw,none,stores,2,1,1
12,26,1076,1,1,2,2,none,repaid,<100,skilled / official,1 to less than 4,real estate,own,business,male_mw,none,none,1,2,2
36,28,9398,1,1,1,4,0 to 200,repaid,<100,man/self-em/HQ/off,less than 1,Car/Other,rent,car_used,male_mw,none,none,1,1,1
24,44,6419,2,2,2,4,< 0,critical,<100,man/self-em/HQ/off,more than 7,UNK/None,free,car_used,female,none,none,1,1,2
42,56,4796,1,1,4,4,> 201,critical,<100,skilled / official,more than 7,UNK/None,free,car_used,male_single,none,none,2,1,2
48,46,7629,2,2,4,2,none,critical,unk_nil,man/self-em/HQ/off,more than 7,Car/Other,own,business,male_ds,none,bank,2,1,2
48,26,9960,1,1,1,2,0 to 200,repaid,<100,skilled / official,less than 1,Car/Other,own,fur_equ,female,none,none,1,1,1
12,20,4675,1,1,1,4,none,repaid,unk_nil,skilled / official,less than 1,Car/Other,rent,car_used,female,none,none,2,1,2
10,45,1287,1,1,4,2,none,repaid,unk_nil,unskilled (resident),more than 7,BSSA/Life,own,car_new,male_single,coapplicant,none,2,2,2
18,43,2515,1,1,3,4,none,repaid,<100,skilled / official,1 to less than 4,real estate,own,fur_equ,male_single,none,none,1,1,2
21,32,2745,2,1,3,2,0 to 200,critical,>1000,skilled / official,4 to less than 7,Car/Other,own,fur_equ,male_single,none,none,1,1,2
6,54,672,1,1,1,4,none,repaid,<100,unemp / unskill (non-res),unemployed,real estate,own,car_new,female,none,none,1,1,2
36,42,3804,1,1,4,1,0 to 200,fully repaid,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,female,none,none,1,1,1
24,37,1344,2,2,4,2,> 201,critical,unk_nil,unskilled (resident),4 to less than 7,real estate,own,car_new,male_single,none,bank,2,1,1
10,49,1038,2,1,4,3,< 0,critical,<100,skilled / official,4 to less than 7,BSSA/Life,own,car_new,male_single,coapplicant,none,1,1,2
48,44,10127,1,1,2,2,none,critical,501 to 1000,skilled / official,1 to less than 4,UNK/None,free,car_new,male_single,none,bank,2,1,1
6,33,1543,1,1,4,2,none,repaid,>1000,skilled / official,1 to less than 4,real estate,own,fur_equ,male_ds,none,none,2,1,2
30,24,4811,1,1,2,4,none,repaid,unk_nil,unskilled (resident),4 to less than 7,BSSA/Life,rent,car_used,female,none,stores,2,1,2
12,33,727,1,1,4,3,< 0,repaid,101 to 500,unskilled (resident),less than 1,UNK/None,own,rad_tel,male_mw,none,none,1,1,1
8,24,1237,1,1,3,4,0 to 200,repaid,<100,skilled / official,1 to less than 4,real estate,own,fur_equ,female,none,none,2,1,1
9,22,276,1,1,4,4,0 to 200,repaid,<100,unskilled (resident),1 to less than 4,real estate,rent,car_new,male_mw,none,none,2,1,2
48,40,5381,1,1,3,4,0 to 200,repaid,unk_nil,unemp / unskill (non-res),unemployed,UNK/None,free,car_used,male_single,none,bank,1,1,2
24,25,5511,1,1,4,1,none,repaid,101 to 500,skilled / official,1 to less than 4,Car/Other,own,fur_equ,male_single,none,stores,2,1,2
24,26,3749,1,1,2,4,> 201,repaid,<100,skilled / official,less than 1,Car/Other,own,fur_equ,female,none,none,2,1,2
12,25,685,1,1,2,3,0 to 200,repaid,<100,unskilled (resident),4 to less than 7,Car/Other,own,car_new,male_mw,none,bank,2,1,1
4,29,1494,1,2,1,2,> 201,repaid,unk_nil,unskilled (resident),less than 1,real estate,own,car_new,male_single,none,none,2,2,2
36,31,2746,1,1,4,4,< 0,fully repaid here,<100,skilled / official,more than 7,Car/Other,own,fur_equ,male_single,none,bank,2,1,1
12,38,708,1,2,2,3,< 0,repaid,<100,unskilled (resident),1 to less than 4,BSSA/Life,own,fur_equ,male_single,guarantor,none,2,1,2
24,48,4351,1,1,1,4,0 to 200,repaid,unk_nil,unskilled (resident),1 to less than 4,BSSA/Life,own,fur_equ,female,none,none,1,1,2
12,32,701,2,1,4,2,none,critical,<100,skilled / official,1 to less than 4,Car/Other,own,edu,male_single,none,none,2,1,2
15,27,3643,2,1,1,4,< 0,delayed,<100,unskilled (resident),more than 7,BSSA/Life,own,fur_equ,female,none,none,2,1,2
30,28,4249,2,1,4,2,0 to 200,critical,<100,man/self-em/HQ/off,unemployed,Car/Other,own,car_new,male_mw,none,none,2,1,1
24,32,1938,1,1,4,3,< 0,repaid,<100,skilled / official,less than 1,BSSA/Life,own,rad_tel,male_ds,none,none,2,1,1
24,34,2910,1,1,2,1,< 0,repaid,<100,man/self-em/HQ/off,4 to less than 7,UNK/None,free,car_used,male_single,none,none,1,1,2
18,28,2659,1,1,4,2,< 0,repaid,>1000,skilled / official,1 to less than 4,Car/Other,own,fur_equ,male_single,none,none,2,1,2
18,36,1028,2,1,4,3,none,critical,<100,skilled / official,1 to less than 4,real estate,own,car_new,female,none,none,2,1,2
8,39,3398,2,1,1,4,< 0,critical,<100,unskilled (resident),4 to less than 7,real estate,own,car_new,male_single,none,none,2,2,2
12,49,5801,1,1,2,4,none,critical,unk_nil,skilled / official,more than 7,BSSA/Life,rent,fur_equ,male_single,none,none,1,1,2
24,34,1525,1,2,4,3,none,repaid,>1000,skilled / official,4 to less than 7,Car/Other,own,car_new,female,none,none,1,1,2
36,31,4473,1,1,4,2,> 201,repaid,<100,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
6,28,1068,1,2,4,4,0 to 200,repaid,<100,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
24,75,6615,2,1,2,4,< 0,critical,<100,man/self-em/HQ/off,unemployed,UNK/None,free,car_used,male_single,none,none,1,1,2
18,30,1864,2,1,4,2,none,critical,101 to 500,skilled / official,1 to less than 4,real estate,own,edu,female,none,none,2,1,1
60,24,7408,1,1,4,2,0 to 200,repaid,101 to 500,man/self-em/HQ/off,less than 1,BSSA/Life,own,car_new,female,none,none,2,1,1
48,24,11590,2,1,2,4,none,critical,101 to 500,unskilled (resident),1 to less than 4,Car/Other,rent,car_used,female,none,bank,2,1,1
24,23,4110,2,2,3,4,< 0,fully repaid,<100,skilled / official,more than 7,UNK/None,rent,fur_equ,male_single,none,bank,2,1,1
6,44,3384,1,1,1,4,< 0,critical,<100,man/self-em/HQ/off,1 to less than 4,real estate,rent,fur_equ,male_ds,none,none,1,1,1
13,23,2101,1,1,2,4,0 to 200,repaid,<100,unskilled (resident),less than 1,BSSA/Life,own,rad_tel,female,guarantor,none,2,1,2
15,24,1275,1,1,4,2,< 0,repaid,unk_nil,skilled / official,1 to less than 4,Car/Other,rent,dom_app,female,none,none,2,1,1
24,28,4169,1,1,4,4,< 0,repaid,<100,skilled / official,1 to less than 4,BSSA/Life,own,fur_equ,male_single,none,none,2,1,2
10,31,1521,1,1,4,2,0 to 200,repaid,<100,unskilled (resident),1 to less than 4,Car/Other,own,fur_equ,male_ds,none,none,2,1,2
24,24,5743,2,1,2,4,0 to 200,critical,<100,skilled / official,less than 1,UNK/None,free,edu,female,none,none,1,1,2
21,26,3599,1,1,1,4,< 0,repaid,<100,unskilled (resident),4 to less than 7,Car/Other,rent,fur_equ,female,none,none,2,1,2
18,25,3213,1,1,1,3,0 to 200,repaid,501 to 1000,skilled / official,less than 1,real estate,rent,rad_tel,male_mw,none,none,2,1,2
18,33,4439,1,1,1,1,0 to 200,repaid,<100,man/self-em/HQ/off,more than 7,real estate,own,business,male_single,coapplicant,bank,1,1,2
10,37,3949,1,2,1,1,> 201,repaid,<100,unskilled (resident),less than 1,BSSA/Life,own,car_new,male_single,guarantor,none,2,1,2
15,43,1459,1,1,4,2,none,critical,<100,unskilled (resident),1 to less than 4,Car/Other,own,rad_tel,female,none,none,2,1,2
13,23,882,2,1,4,4,0 to 200,critical,<100,skilled / official,less than 1,real estate,own,rad_tel,male_single,guarantor,none,2,1,2
24,23,3758,1,1,1,4,0 to 200,repaid,501 to 1000,unemp / unskill (non-res),unemployed,UNK/None,rent,rad_tel,female,none,none,2,1,2
6,34,1743,2,1,1,2,none,delayed,101 to 500,unskilled (resident),1 to less than 4,real estate,own,business,male_single,none,none,2,1,2
9,32,1136,2,2,4,3,0 to 200,critical,>1000,skilled / official,more than 7,UNK/None,free,edu,male_single,none,none,2,1,1
9,23,1236,1,1,1,4,none,repaid,<100,skilled / official,less than 1,real estate,rent,dom_app,female,none,none,1,1,2
9,29,959,1,1,1,2,0 to 200,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,fur_equ,female,none,none,2,2,1
18,38,3229,1,1,2,4,none,critical,unk_nil,man/self-em/HQ/off,unemployed,UNK/None,own,car_used,male_single,none,none,1,1,2
12,28,6199,2,1,4,2,< 0,fully repaid,<100,skilled / official,1 to less than 4,BSSA/Life,rent,rad_tel,male_single,none,none,1,1,1
10,46,727,1,1,4,4,none,repaid,501 to 1000,skilled / official,more than 7,UNK/None,free,edu,male_single,none,none,1,1,2
24,23,1246,1,1,4,2,0 to 200,repaid,<100,unskilled (resident),less than 1,real estate,own,car_new,male_single,none,stores,2,1,1
12,49,2331,1,1,1,4,none,critical,unk_nil,skilled / official,more than 7,real estate,own,rad_tel,male_single,coapplicant,none,1,1,2
36,26,4463,2,1,4,2,none,delayed,<100,man/self-em/HQ/off,1 to less than 4,Car/Other,own,rad_tel,male_single,none,none,1,1,1
12,28,776,1,1,4,2,none,repaid,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,male_mw,none,none,2,1,2
30,23,2406,1,1,4,4,< 0,repaid,<100,skilled / official,4 to less than 7,real estate,rent,fur_equ,female,none,none,2,1,1
18,61,1239,1,1,4,4,0 to 200,repaid,unk_nil,skilled / official,1 to less than 4,UNK/None,free,edu,male_single,none,none,2,1,2
12,37,3399,1,1,2,3,> 201,repaid,unk_nil,man/self-em/HQ/off,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
12,36,2247,2,1,2,2,> 201,delayed,<100,skilled / official,1 to less than 4,Car/Other,own,car_new,female,none,stores,1,1,2
6,21,1766,1,1,1,2,none,repaid,<100,skilled / official,1 to less than 4,BSSA/Life,rent,fur_equ,male_mw,none,none,2,1,2
18,25,2473,1,1,4,1,< 0,repaid,<100,unemp / unskill (non-res),unemployed,Car/Other,own,fur_equ,male_single,none,none,2,1,1
12,36,1542,1,1,2,4,none,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,business,male_single,none,none,1,1,2
18,27,3850,2,1,3,1,none,critical,<100,skilled / official,4 to less than 7,Car/Other,own,car_used,male_single,none,none,2,1,2
18,22,3650,1,1,1,4,< 0,repaid,<100,skilled / official,less than 1,Car/Other,rent,fur_equ,female,none,none,2,1,2
36,42,3446,1,2,4,2,< 0,repaid,<100,skilled / official,more than 7,Car/Other,own,fur_equ,male_single,none,none,2,1,1
18,40,3001,1,1,2,4,0 to 200,repaid,<100,skilled / official,4 to less than 7,real estate,rent,fur_equ,female,none,none,2,1,2
36,36,3079,1,1,4,4,none,repaid,unk_nil,skilled / official,1 to less than 4,real estate,own,car_new,male_single,none,none,2,1,2
18,33,6070,2,1,3,4,none,critical,<100,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,1,1,2
10,23,2146,2,1,1,3,none,critical,<100,skilled / official,less than 1,real estate,rent,fur_equ,female,none,none,2,1,2
60,63,13756,1,1,2,4,none,critical,unk_nil,man/self-em/HQ/off,more than 7,UNK/None,free,car_new,male_single,none,bank,1,1,2
60,60,14782,2,1,3,4,0 to 200,fully repaid here,101 to 500,man/self-em/HQ/off,more than 7,UNK/None,free,car_used,female,none,bank,1,1,1
48,37,7685,1,1,2,4,< 0,fully repaid here,<100,skilled / official,4 to less than 7,Car/Other,rent,business,female,guarantor,none,2,1,1
18,34,2320,2,1,2,3,none,delayed,<100,skilled / official,unemployed,real estate,own,rad_tel,male_mw,none,none,2,1,2
7,36,846,1,1,3,4,none,delayed,unk_nil,skilled / official,more than 7,UNK/None,free,rad_tel,male_single,none,none,2,1,2
36,57,14318,1,1,4,2,0 to 200,repaid,<100,man/self-em/HQ/off,more than 7,UNK/None,free,car_new,male_single,none,none,1,1,1
6,52,362,2,1,4,4,none,critical,101 to 500,unskilled (resident),1 to less than 4,Car/Other,own,car_new,female,none,none,2,1,2
20,39,2212,1,1,4,4,< 0,repaid,unk_nil,skilled / official,4 to less than 7,Car/Other,own,fur_equ,male_single,none,none,1,1,2
18,38,12976,1,1,3,4,0 to 200,repaid,<100,man/self-em/HQ/off,unemployed,UNK/None,free,car_used,female,none,none,1,1,1
22,25,1283,1,1,4,4,none,repaid,unk_nil,skilled / official,4 to less than 7,BSSA/Life,rent,car_new,female,none,none,2,1,2
12,26,1330,1,1,4,1,> 201,repaid,<100,skilled / official,less than 1,real estate,own,car_new,male_single,none,none,2,1,2
30,26,4272,2,1,2,2,none,delayed,101 to 500,unskilled (resident),1 to less than 4,BSSA/Life,own,business,male_single,none,none,2,1,2
18,25,2238,2,1,2,1,none,critical,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,female,none,none,2,1,2
18,21,1126,1,1,4,2,none,repaid,unk_nil,skilled / official,less than 1,real estate,rent,rad_tel,female,none,none,1,1,2
18,40,7374,2,1,4,4,0 to 200,critical,<100,man/self-em/HQ/off,unemployed,BSSA/Life,own,fur_equ,male_single,none,stores,1,1,2
15,27,2326,1,1,2,4,0 to 200,critical,501 to 1000,skilled / official,1 to less than 4,Car/Other,own,business,male_single,none,bank,2,1,2
9,27,1449,2,1,3,2,none,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,business,female,none,none,2,1,2
18,30,1820,1,1,2,2,none,repaid,<100,man/self-em/HQ/off,1 to less than 4,BSSA/Life,own,car_new,male_mw,none,none,1,1,2
12,19,983,1,1,1,4,0 to 200,repaid,>1000,unskilled (resident),less than 1,real estate,rent,fur_equ,female,none,none,2,1,2
36,39,3249,1,2,2,4,< 0,repaid,<100,man/self-em/HQ/off,4 to less than 7,UNK/None,free,car_new,male_single,none,bank,1,1,2
6,31,1957,1,1,1,4,< 0,critical,<100,skilled / official,4 to less than 7,Car/Other,own,rad_tel,female,none,none,2,1,2
9,31,2406,1,1,2,3,none,critical,<100,man/self-em/HQ/off,unemployed,Car/Other,own,fur_equ,male_single,none,none,2,1,2
39,32,11760,1,1,2,3,0 to 200,delayed,101 to 500,skilled / official,4 to less than 7,UNK/None,rent,edu,male_single,none,none,1,1,2
12,55,2578,1,1,3,4,< 0,repaid,<100,man/self-em/HQ/off,unemployed,UNK/None,free,fur_equ,female,none,none,2,1,2
36,46,2348,2,1,3,2,< 0,critical,<100,skilled / official,1 to less than 4,BSSA/Life,own,fur_equ,male_mw,none,none,1,1,2
12,46,1223,2,1,1,1,0 to 200,repaid,<100,skilled / official,more than 7,real estate,rent,car_new,male_ds,none,none,2,1,1
24,43,1516,2,1,4,1,none,critical,>1000,unskilled (resident),1 to less than 4,real estate,own,rad_tel,female,none,none,2,1,2
18,39,1473,1,1,3,4,none,repaid,<100,skilled / official,less than 1,real estate,own,rad_tel,male_mw,none,none,1,1,2
18,28,1887,2,1,4,4,0 to 200,critical,unk_nil,skilled / official,1 to less than 4,real estate,own,business,male_mw,none,bank,2,1,2
24,27,8648,2,1,2,2,none,delayed,<100,skilled / official,less than 1,Car/Other,own,business,male_single,none,bank,1,1,1
14,27,802,2,1,4,2,none,delayed,<100,unskilled (resident),1 to less than 4,Car/Other,own,car_new,male_single,none,none,2,1,2
18,43,2899,1,2,4,4,0 to 200,delayed,unk_nil,skilled / official,more than 7,Car/Other,own,car_new,male_single,none,none,2,1,2
24,22,2039,1,1,1,1,0 to 200,repaid,<100,skilled / official,less than 1,BSSA/Life,own,rad_tel,male_mw,none,none,1,1,1
24,43,2197,2,2,4,4,none,critical,unk_nil,skilled / official,4 to less than 7,Car/Other,own,car_used,male_single,none,none,1,1,2
15,27,1053,1,1,4,2,< 0,repaid,<100,skilled / official,less than 1,real estate,own,rad_tel,male_mw,none,none,2,2,2
24,26,3235,1,1,3,2,none,repaid,501 to 1000,man/self-em/HQ/off,more than 7,Car/Other,own,rad_tel,male_ds,none,none,1,1,2
12,28,939,3,1,4,2,> 201,critical,501 to 1000,skilled / official,4 to less than 7,real estate,own,car_new,male_mw,none,none,1,1,1
24,20,1967,1,1,4,4,0 to 200,repaid,<100,skilled / official,more than 7,Car/Other,own,rad_tel,female,none,none,1,1,2
